pos	HaplotypeScore
3504621	16.1
3504622	16.73
3504623	16.69
3504624	16.2
3504625	17.17
3504637	26.56
3504640	16.8
3504641	16.78
3504642	16.75
3504643	16.69
3504647	14.17
3504648	13.766
3504650	2.363
3504654	1.616
3504655	1.612
3504656	1.618
3504657	1.78
3504659	1.622
3504661	1.505
3504662	1.549
3504663	1.649
3504664	1.606
3504680	2.232
3504682	1.578
3504685	2.188
3504689	2.477
3504692	1.891
3504693	1.255
3504694	1.345
3504695	1.333
3504696	1.336
3504697	1.33
3504698	1.351
3504703	1.357
3504706	1.68
3504709	1.452
3504712	1.545
3504715	1.537
3504722	2.836
3504723	2.838
3504725	2.488
3504727	2.621
3504729	2.906
3504730	2.973
3504731	2.89
3504732	2.896
3504735	3.066
3504736	3.068
3504737	3.062
3504738	3.004
3504740	2.127
3504742	2.186
3504743	2.111
3504744	2.047
3504748	2.059
3504749	1.73
3504750	1.732
3504753	1.859
3504756	1.687
3504758	1.666
3504759	1.613
3504760	1.528
3504761	1.584
3504770	0.968
3504778	2.135
3504779	2.225
3504782	2.06
3504783	2.025
3504785	2.035
3504789	4.953
3504794	4.746
3504795	4.535
3504796	1.383
3504797	1.241
3504800	0.8413
3504801	0.773
3504803	0.793
3504806	0.795
3504807	0.77
3504811	0.7373
3504816	0.7905
3504817	0.7456
3504823	0.8164
3504825	0.7534
3504829	0.788
3504832	0.7676
3504838	0.62
3504839	0.625
3504841	0.552
3504852	0.3794
3504861	0.4275
3504862	0.4407
3504866	12.3
3504867	12.484
3504870	13.28
3504872	13.45
3504882	14.31
3504885	13.93
3504889	1.13
3504891	0.8657
3504895	1.041
3504897	1.113
3504902	2.469
3504903	2.508
3504904	2.537
3504905	2.537
3504906	2.404
3504907	2.521
3504910	2.236
3504911	2.21
3504916	2.068
3504923	0.9077
3504924	1.006
3504926	1.676
3504927	1.681
3504929	1.679
3504932	1.658
3504934	1.266
3504935	1.71
3504936	1.739
3504938	1.465
3504939	1.505
3504944	0.859
3504945	0.8687
3504954	0.9365
3504955	0.86
3504958	0.81
3504960	0.7734
3504963	18.12
3504968	39.0
3504969	39.56
3504976	39.94
3504983	38.84
3504984	20.47
3504986	1.847
3504987	7.523
3504988	7.58
3504990	7.72
3504993	7.94
3504999	8.71
3505007	17.19
3505008	10.88
3505043	1.446
3505045	1.637
3505050	1.813
3505051	1.788
3505056	2.379
3505057	1.955
3505058	2.627
3505059	2.662
3505062	2.66
3505064	3.969
3505065	3.97
3505066	3.953
3505067	3.936
3505073	11.03
3505077	18.67
3505080	18.81
3505081	19.02
3505085	18.2
3505087	18.17
3505088	18.16
3505090	18.23
3505091	19.73
3505093	18.1
3505095	3.76
3505097	3.861
3505104	3.385
3505538	1.056
3505539	1.057
3505540	1.569
3505541	1.6
3505542	1.864
3505546	1.585
3505552	0.943
3505553	0.9077
3505555	0.8823
3505556	0.886
3505559	0.828
3505562	1.096
3505567	1.006
3505568	1.098
3505569	1.178
3505572	4.402
3505575	3.1
3505577	4.816
3505578	3.0
3505579	4.71
3505583	3.324
3505594	28.08
3505595	28.55
3505737	16.28
3505748	15.06
3505749	6.93
3505750	1.711
3505753	1.725
3505754	1.78
3505756	1.903
3505761	2.172
3505762	1.741
3505763	2.322
3505764	1.754
3505765	2.48
3505766	2.52
3505767	2.574
3505769	2.072
3505770	2.576
3505771	3.87
3505772	2.676
3505773	3.85
3505775	2.053
3505777	3.09
3505779	3.197
3505780	2.139
3505782	1.418
3505785	1.577
3505787	1.519
3505788	1.296
3505790	1.622
3505791	1.654
3505960	2.342
3505961	15.44
3505962	15.97
3505963	28.75
3505964	29.28
3505967	29.89
3505968	29.97
3505969	29.17
3506205	3.266
3506207	3.59
3506209	3.895
3506214	12.12
3506215	12.76
3506216	12.75
3506224	13.23
3506232	1.936
3506234	14.125
3506235	14.086
3506236	14.07
3506237	14.3
3506241	28.02
3506244	15.44
3506249	15.46
3506250	15.6
3506254	28.2
3506255	14.055
3506256	18.05
3506257	17.97
3506258	17.88
3506259	5.598
3506260	11.7
3506265	1.796
3506266	1.809
3506296	1.798
3506297	1.765
3506751	22.3
3506752	22.1
3506753	12.125
3506754	4.285
3506755	5.965
3506757	2.264
3506760	11.31
3506764	2.857
3506766	10.32
3506767	10.22
3506769	2.521
3506770	10.26
3506772	13.74
3506773	13.72
3506775	14.984
3506778	4.92
3506780	10.82
3506783	12.61
3506784	15.14
3506785	15.1
3506787	14.12
3506788	14.36
3506791	14.35
3506792	13.38
3506793	13.28
3506797	22.11
3506806	10.94
3506808	9.78
3506811	9.57
3506815	8.86
3506816	3.643
3506817	4.207
3506818	3.965
3506928	1.814
3506930	1.709
3506931	1.661
3506932	1.474
3506933	1.45
3506938	1.441
3506939	1.402
3506940	4.293
3506943	2.43
3506944	2.412
3506947	1.543
3506952	1.386
3506954	2.727
3506956	2.79
3506959	2.89
3506963	1.564
3506967	1.921
3506972	2.123
3506973	5.785
3506976	5.66
3506982	8.984
3506983	5.465
3506984	20.81
3506987	34.7
3506990	32.7
3506991	30.25
3506992	30.5
3506997	29.33
3506998	33.22
3506999	31.75
3507001	30.44
3507002	30.06
3507004	27.36
3507005	15.6
3507008	1.89
3507011	2.09
3507013	1.25
3507015	0.917
3507017	0.8926
3507019	0.7383
3507021	1.21
3507023	2.248
3507024	2.342
3507028	2.043
3507030	2.531
3507031	1.633
3507032	2.75
3507033	3.006
3507034	2.127
3507038	3.244
3507039	1.8
3507040	3.057
3507041	2.273
3507042	2.17
3507043	1.615
3507045	1.619
3507046	1.633
3507048	1.604
3507090	1.963
3507091	1.557
3507092	1.277
3507093	1.28
3507095	1.577
3507097	1.688
3507098	1.71
3507101	1.714
3507104	2.074
3507105	2.045
3507106	2.084
3507107	2.066
3507108	1.433
3507112	1.731
3507113	1.69
3507116	1.627
3507117	1.544
3507118	1.552
3507119	0.8877
3507121	1.057
3507122	1.642
3507127	1.787
3507179	2.164
3507180	2.342
3507182	2.33
3507184	2.225
3507185	2.33
3507190	1.984
3507191	2.123
3507192	2.11
3507193	2.215
3507194	2.244
3507200	1.783
3507243	1.792
3507244	1.893
3507245	2.057
3507248	1.905
3507249	1.979
3507250	1.857
3507251	2.064
3507252	1.877
3507254	1.815
3507255	1.667
3507259	21.1
3507317	20.11
3507318	21.1
3507326	22.72
3507329	21.89
3507351	2.066
3507353	1.846
3507354	1.822
3507367	1.526
3507368	1.519
3507376	0.9937
3507384	0.8867
3507395	1.424
3507398	1.653
3507400	2.502
3507404	6.996
3507405	13.0
3507406	12.625
3507407	12.71
3507408	12.79
3507409	6.9
3507410	15.695
3507412	36.3
3507413	22.2
3507448	1.639
3507462	12.984
3507464	12.914
3507471	4.39
3507473	4.223
3507474	4.223
3507475	4.273
3507476	4.586
3507477	4.586
3507478	4.516
3507744	74.8
3507751	52.9
3507752	44.28
3507755	24.28
3507756	23.98
3507757	22.28
3507759	5.86
3507761	4.797
3507762	5.332
3507764	25.1
3507765	25.12
3507766	25.38
3507767	24.31
3507769	24.27
3507776	24.45
3507777	24.34
3507778	24.12
3507779	23.97
3507780	23.38
3507783	22.66
3507784	2.648
3507787	2.605
3508222	21.88
3508227	30.64
3508228	30.89
3508229	26.25
3508329	10.54
3508331	7.29
3508333	1.937
3508335	1.528
3508336	1.516
3508340	1.182
3508342	1.069
3508343	1.109
3508352	0.9497
3508353	0.976
3508354	0.957
3508362	0.982
3508363	1.178
3508364	0.923
3508383	0.9067
3508384	1.493
3508387	1.513
3508388	1.512
3508459	14.05
3508461	14.39
3508462	14.734
3508464	14.65
3508465	14.18
3508466	14.11
3508467	13.305
3508468	13.6
3508471	13.49
3508478	2.947
3508479	2.398
3508480	1.716
3508481	1.882
3508482	1.739
3508488	1.856
3508489	1.818
3508490	1.684
3508496	1.646
3508560	1.368
3508561	1.434
3508562	1.374
3508563	1.438
3508567	1.921
3508571	1.658
3508573	2.822
3508574	3.088
3508576	3.186
3508577	3.557
3508578	3.93
3508582	32.03
3508583	40.62
3508584	45.2
3508656	1.516
3508665	1.493
3508673	1.26
3508696	0.9014
3508703	0.8657
3508705	0.8696
3508710	0.9595
3508712	0.874
3508719	0.8447
3508754	4.684
3508755	24.75
3508758	25.7
3508759	25.98
3508761	26.3
3508765	26.27
3508778	2.682
3508781	1.677
3508787	1.141
3508788	2.518
