ox_code	src_code	population	country	region	contributor	contact	year	m_s	sex	n_sequences	mean_coverage	phenotype	insecticide
AG0206-C	2704	GM	Gambia,_The	MSN	Martin_Donnelly		2011		F	101367958	32.33	NA	NA
AG0208-C	2706	GM	Gambia,_The	MSN	Martin_Donnelly		2011		F	104692934	33.13	NA	NA
AG0214-C	2712	GM	Gambia,_The	KSK	Martin_Donnelly		2011		F	114088166	28.97	NA	NA
AG0221-C	2719	GM	Gambia,_The	KBK	Martin_Donnelly		2011		F	105921032	28.85	NA	NA
AG0223-C	2721	GM	Gambia,_The	KBK	Martin_Donnelly		2011		F	106843346	33.97	NA	NA
AG0227-C	2725	GM	Gambia,_The	KBK	Martin_Donnelly		2011		F	103936788	31.28	NA	NA
AG0229-C	2758	GM	Gambia,_The	KSK	Martin_Donnelly		2011		F	94089364	30.21	NA	NA
AG0230-C	2759	GM	Gambia,_The	KSK	Martin_Donnelly		2011		F	102047324	33.44	NA	NA
AG0231-C	2760	GM	Gambia,_The	KSK	Martin_Donnelly		2011		F	98889216	32.5	NA	NA
AG0232-C	2761	GM	Gambia,_The	KSK	Martin_Donnelly		2011		F	99143756	32.68	NA	NA
AG0263-C	2792	GM	Gambia,_The	KBK	Martin_Donnelly		2011		F	111795630	35.58	NA	NA
AJ0023-C	BIS001	GW	Guinea-Bissau	Antula	Joao_Pinto		2010	M/S	F	94122512	29.99	NA	NA
AJ0024-C	BIS002	GW	Guinea-Bissau	Antula	Joao_Pinto		2010	M/S	F	49406858	16.07	NA	NA
AJ0028-C	BIS006	GW	Guinea-Bissau	Antula	Joao_Pinto		2010	M/S	F	97841208	28.77	NA	NA
AJ0032-C	BIS010	GW	Guinea-Bissau	Antula	Joao_Pinto		2010	S	F	92499892	29.01	NA	NA
AJ0035-C	BIS013	GW	Guinea-Bissau	Antula	Joao_Pinto		2010	M	F	93528702	29.47	NA	NA
AJ0036-C	BIS014	GW	Guinea-Bissau	Antula	Joao_Pinto		2010	S	F	76265002	25.27	NA	NA
AJ0037-C	BIS015	GW	Guinea-Bissau	Antula	Joao_Pinto		2010	M	F	83713156	27.07	NA	NA
AJ0038-C	BIS016	GW	Guinea-Bissau	Antula	Joao_Pinto		2010	S	F	85304610	28.06	NA	NA
AJ0039-C	BIS017	GW	Guinea-Bissau	Antula	Joao_Pinto		2010	M	F	78366758	24.72	NA	NA
AJ0043-C	BIS021	GW	Guinea-Bissau	Antula	Joao_Pinto		2010	S	F	93811518	30.57	NA	NA
AJ0044-C	BIS022	GW	Guinea-Bissau	Antula	Joao_Pinto		2010	S	F	73130604	24.41	NA	NA
AJ0045-C	BIS023	GW	Guinea-Bissau	Antula	Joao_Pinto		2010	S	F	118278002	37.28	NA	NA
AJ0047-C	BIS025	GW	Guinea-Bissau	Antula	Joao_Pinto		2010	S	F	72272916	22.96	NA	NA
AJ0051-C	BIS029	GW	Guinea-Bissau	Antula	Joao_Pinto		2010	M/S	F	87695624	26.67	NA	NA
AJ0052-C	BIS030	GW	Guinea-Bissau	Antula	Joao_Pinto		2010	S	F	89610342	30.08	NA	NA
AJ0056-C	BIS034	GW	Guinea-Bissau	Antula	Joao_Pinto		2010	M/S	F	88798358	28.6	NA	NA
AJ0059-C	BIS037	GW	Guinea-Bissau	Antula	Joao_Pinto		2010	S	F	99124976	32.02	NA	NA
AJ0060-C	BIS038	GW	Guinea-Bissau	Antula	Joao_Pinto		2010	S	F	96741566	30.23	NA	NA
AJ0061-C	BIS039	GW	Guinea-Bissau	Antula	Joao_Pinto		2010	S	F	80323372	25.53	NA	NA
AJ0063-C	BIS041	GW	Guinea-Bissau	Antula	Joao_Pinto		2010	S	F	90771354	29.19	NA	NA
AJ0064-C	BIS042	GW	Guinea-Bissau	Antula	Joao_Pinto		2010	M/S	F	104049374	32.42	NA	NA
AJ0066-C	BIS044	GW	Guinea-Bissau	Antula	Joao_Pinto		2010	M/S	F	91264234	29.5	NA	NA
AJ0068-C	BIS046	GW	Guinea-Bissau	Antula	Joao_Pinto		2010	M/S	F	86249854	26.48	NA	NA
AJ0070-C	BIS048	GW	Guinea-Bissau	Antula	Joao_Pinto		2010	S	F	85669812	27.05	NA	NA
AJ0071-C	BIS049	GW	Guinea-Bissau	Antula	Joao_Pinto		2010	S	F	118098254	37.3	NA	NA
AJ0072-C	BIS050	GW	Guinea-Bissau	Antula	Joao_Pinto		2010	S	F	99731470	31.56	NA	NA
AJ0074-C	BIS052	GW	Guinea-Bissau	Antula	Joao_Pinto		2010	S	F	93691662	28.73	NA	NA
AJ0075-C	BIS053	GW	Guinea-Bissau	Antula	Joao_Pinto		2010	M/S	F	107820520	34.1	NA	NA
AJ0076-C	BIS054	GW	Guinea-Bissau	Antula	Joao_Pinto		2010	S	F	111365470	34.69	NA	NA
AJ0077-C	BIS055	GW	Guinea-Bissau	Antula	Joao_Pinto		2010	M/S	F	97904868	30.41	NA	NA
AJ0078-C	BIS056	GW	Guinea-Bissau	Antula	Joao_Pinto		2010	M/S	F	91230496	29.89	NA	NA
AJ0080-C	BIS058	GW	Guinea-Bissau	Antula	Joao_Pinto		2010	S	F	75200770	25.1	NA	NA
AJ0081-C	BIS059	GW	Guinea-Bissau	Antula	Joao_Pinto		2010	S	F	89023286	27.39	NA	NA
AJ0084-C	BIS062	GW	Guinea-Bissau	Antula	Joao_Pinto		2010	S	F	143605446	43.74	NA	NA
AJ0085-C	BIS063	GW	Guinea-Bissau	Antula	Joao_Pinto		2010	S	F	300632488	90.49	NA	NA
AJ0086-C	BIS064	GW	Guinea-Bissau	Antula	Joao_Pinto		2010	S	F	82006720	24.52	NA	NA
AJ0087-C	BIS065	GW	Guinea-Bissau	Antula	Joao_Pinto		2010	M/S	F	151469916	47.87	NA	NA
AJ0088-C	BIS066	GW	Guinea-Bissau	Antula	Joao_Pinto		2010	S	F	86678080	27.57	NA	NA
AJ0090-C	BIS068	GW	Guinea-Bissau	Antula	Joao_Pinto		2010	S	F	89181652	29.27	NA	NA
AJ0092-C	BIS070	GW	Guinea-Bissau	Antula	Joao_Pinto		2010	S	F	104531552	32.74	NA	NA
AJ0093-C	BIS071	GW	Guinea-Bissau	Antula	Joao_Pinto		2010	M/S	F	101197890	31.04	NA	NA
AJ0095-C	BIS073	GW	Guinea-Bissau	Antula	Joao_Pinto		2010	M/S	F	96398484	30.62	NA	NA
AJ0096-C	BIS074	GW	Guinea-Bissau	Antula	Joao_Pinto		2010	S	F	105327954	34.22	NA	NA
AJ0097-C	BIS075	GW	Guinea-Bissau	Antula	Joao_Pinto		2010	S	F	108050858	34.34	NA	NA
AJ0098-C	BIS076	GW	Guinea-Bissau	Antula	Joao_Pinto		2010	S	F	106060436	33.91	NA	NA
AJ0099-C	BIS077	GW	Guinea-Bissau	Antula	Joao_Pinto		2010	S	F	101898018	31.65	NA	NA
AJ0100-C	BIS078	GW	Guinea-Bissau	Antula	Joao_Pinto		2010	S	F	102922278	33.3	NA	NA
AJ0101-C	BIS079	GW	Guinea-Bissau	Antula	Joao_Pinto		2010	M/S	F	129263226	41.97	NA	NA
AJ0102-C	BIS080	GW	Guinea-Bissau	Antula	Joao_Pinto		2010	M/S	F	107731926	34.58	NA	NA
AJ0103-C	BIS081	GW	Guinea-Bissau	Antula	Joao_Pinto		2010	S	F	70440408	23.48	NA	NA
AJ0105-C	BIS083	GW	Guinea-Bissau	Antula	Joao_Pinto		2010	M/S	F	105262734	34.37	NA	NA
AJ0107-C	BIS085	GW	Guinea-Bissau	Antula	Joao_Pinto		2010	S	F	90221928	28.97	NA	NA
AJ0109-C	BIS087	GW	Guinea-Bissau	Antula	Joao_Pinto		2010	S	F	93268838	30.08	NA	NA
AJ0113-C	BIS091	GW	Guinea-Bissau	Antula	Joao_Pinto		2010	S	F	99765718	31.89	NA	NA
AJ0115-C	BIS093	GW	Guinea-Bissau	Antula	Joao_Pinto		2010	M	F	89732774	29.1	NA	NA
AJ0116-C	BIS094	GW	Guinea-Bissau	Antula	Joao_Pinto		2010	S	F	82547130	25.72	NA	NA
AJ0117-C	BIS095	GW	Guinea-Bissau	Antula	Joao_Pinto		2010	S	F	122201388	36.93	NA	NA
AJ0119-C	BIS097	GW	Guinea-Bissau	Antula	Joao_Pinto		2010	S	F	84655338	27.67	NA	NA
AJ0128-C	10GBS_0607	GW	Guinea-Bissau	Safim	Joao_Pinto		2010	S	F	86938102	28.02	NA	NA
AJ0129-C	10GBS_0660	GW	Guinea-Bissau	Safim	Joao_Pinto		2010	M/S	F	95288922	29.15	NA	NA
AJ0130-C	10GBS_0662	GW	Guinea-Bissau	Safim	Joao_Pinto		2010	S	F	92842184	28.47	NA	NA
AJ0131-C	10GBS_0683	GW	Guinea-Bissau	Safim	Joao_Pinto		2010	S	F	93064982	29.56	NA	NA
AJ0132-C	10GBS_0695	GW	Guinea-Bissau	Safim	Joao_Pinto		2010	S	F	99846510	32.43	NA	NA
AJ0133-C	10GBS_0895	GW	Guinea-Bissau	Safim	Joao_Pinto		2010	S	F	100987924	32.45	NA	NA
AJ0134-C	10GBS_0902	GW	Guinea-Bissau	Safim	Joao_Pinto		2010	S	F	90174748	25.26	NA	NA
AJ0135-C	10GBS_0907	GW	Guinea-Bissau	Safim	Joao_Pinto		2010	S	F	104175322	32.82	NA	NA
AJ0136-C	10GBS_0912	GW	Guinea-Bissau	Safim	Joao_Pinto		2010	S	F	105983120	34.63	NA	NA
AJ0137-C	10GBS_0913	GW	Guinea-Bissau	Safim	Joao_Pinto		2010	S	F	101247066	32.97	NA	NA
AJ0138-C	10GBS_0915	GW	Guinea-Bissau	Safim	Joao_Pinto		2010	S	F	95242890	29.19	NA	NA
AJ0139-C	10GBS_0916	GW	Guinea-Bissau	Safim	Joao_Pinto		2010	S	F	99942748	25.74	NA	NA
AJ0140-C	10GBS_0920	GW	Guinea-Bissau	Safim	Joao_Pinto		2010	S	F	96766012	22.31	NA	NA
AJ0141-C	10GBS_0925	GW	Guinea-Bissau	Safim	Joao_Pinto		2010	S	F	87729624	28.18	NA	NA
AJ0142-C	10GBS_0928	GW	Guinea-Bissau	Safim	Joao_Pinto		2010	S	F	95002534	30.3	NA	NA
AJ0143-C	10GBS_0932	GW	Guinea-Bissau	Safim	Joao_Pinto		2010	S	F	89327702	27.98	NA	NA
AJ0144-C	10GBS_0946	GW	Guinea-Bissau	Safim	Joao_Pinto		2010	S	F	94077738	29.73	NA	NA
AJ0145-C	10GBS_1151	GW	Guinea-Bissau	Safim	Joao_Pinto		2010	S	F	97439836	28.42	NA	NA
AJ0146-C	10GBS_1156	GW	Guinea-Bissau	Safim	Joao_Pinto		2010	S	F	98654818	32.08	NA	NA
AJ0147-C	10GBS_1157	GW	Guinea-Bissau	Safim	Joao_Pinto		2010	M/S	F	136852296	43.69	NA	NA
AJ0148-C	10GBS_1166	GW	Guinea-Bissau	Safim	Joao_Pinto		2010	S	F	93967918	30.08	NA	NA
AJ0149-C	10GBS_1178	GW	Guinea-Bissau	Safim	Joao_Pinto		2010	S	F	96438028	31.06	NA	NA
AJ0150-C	10GBS_1181	GW	Guinea-Bissau	Safim	Joao_Pinto		2010	S	F	100192758	32.49	NA	NA
AJ0151-C	10GBS_1189	GW	Guinea-Bissau	Safim	Joao_Pinto		2010	S	F	88199210	28.8	NA	NA
AJ0152-C	10GBS_1199	GW	Guinea-Bissau	Safim	Joao_Pinto		2010	M/S	F	100313968	32.87	NA	NA
AJ0153-C	10GBS_1201	GW	Guinea-Bissau	Safim	Joao_Pinto		2010	S	F	97175478	32.04	NA	NA
AJ0154-C	10GBS_1208	GW	Guinea-Bissau	Safim	Joao_Pinto		2010	S	F	100135844	31.15	NA	NA
AJ0155-C	10GBS_1212	GW	Guinea-Bissau	Safim	Joao_Pinto		2010	S	F	101685496	33.04	NA	NA
AJ0156-C	10GBS_1214	GW	Guinea-Bissau	Safim	Joao_Pinto		2010	S	F	84892268	27.73	NA	NA
AJ0157-C	10GBS_1215	GW	Guinea-Bissau	Safim	Joao_Pinto		2010	S	F	104655500	33.07	NA	NA
AJ0158-C	10GBS_1221	GW	Guinea-Bissau	Safim	Joao_Pinto		2010	M/S	F	92215008	30.31	NA	NA
AJ0159-C	10GBS_1229	GW	Guinea-Bissau	Safim	Joao_Pinto		2010	S	F	97091684	30.59	NA	NA
AJ0161-C	10GBS_1237	GW	Guinea-Bissau	Safim	Joao_Pinto		2010	S	F	89263180	29.17	NA	NA
AK0060-C	KIL51	KE	Kenya	Kilifi-Junju	Janet_Midega		2012		F	102532296	29.43	NA	NA
AK0062-C	KIL47	KE	Kenya	Kilifi-Junju	Janet_Midega		2012		F	101494060	33.21	NA	NA
AK0065-C	KIL3	KE	Kenya	Kilifi-Mbogolo	Janet_Midega		2012		F	117270550	37.65	NA	NA
AK0066-C	KIL4	KE	Kenya	Kilifi-Mbogolo	Janet_Midega		2012		F	98872614	32.73	NA	NA
AK0067-C	KIL5	KE	Kenya	Kilifi-Mbogolo	Janet_Midega		2012		F	90981136	30.33	NA	NA
AK0068-C	KIL6	KE	Kenya	Kilifi-Mbogolo	Janet_Midega		2012		F	105350504	34.15	NA	NA
AK0069-C	KIL7	KE	Kenya	Kilifi-Mbogolo	Janet_Midega		2012		F	67236894	22.64	NA	NA
AK0070-C	KIL8	KE	Kenya	Kilifi-Mbogolo	Janet_Midega		2012		F	61556310	21.29	NA	NA
AK0072-C	KIL10	KE	Kenya	Kilifi-Mbogolo	Janet_Midega		2012		F	130729202	42.27	NA	NA
AK0073-C	KIL11	KE	Kenya	Kilifi-Mbogolo	Janet_Midega		2012		F	84724840	27.86	NA	NA
AK0074-C	KIL12	KE	Kenya	Kilifi-Mbogolo	Janet_Midega		2012		F	48071054	16.45	NA	NA
AK0075-C	KIL13	KE	Kenya	Kilifi-Mbogolo	Janet_Midega		2012		F	84100286	26.97	NA	NA
AK0076-C	KIL14	KE	Kenya	Kilifi-Mbogolo	Janet_Midega		2012		F	59909806	20.48	NA	NA
AK0077-C	KIL15	KE	Kenya	Kilifi-Mbogolo	Janet_Midega		2012		F	128509614	41.36	NA	NA
AK0078-C	KIL16	KE	Kenya	Kilifi-Mbogolo	Janet_Midega		2012		F	86432118	28.86	NA	NA
AK0079-C	KIL17	KE	Kenya	Kilifi-Mbogolo	Janet_Midega		2012		F	89239086	29.76	NA	NA
AK0080-C	KIL18	KE	Kenya	Kilifi-Mbogolo	Janet_Midega		2012		F	65620966	22.32	NA	NA
AK0081-C	KIL19	KE	Kenya	Kilifi-Mbogolo	Janet_Midega		2012		F	93469310	31.07	NA	NA
AK0082-C	KIL20	KE	Kenya	Kilifi-Mbogolo	Janet_Midega		2012		F	270609012	85.7	NA	NA
AK0085-C	KIL23	KE	Kenya	Kilifi-Mbogolo	Janet_Midega		2012		F	52682434	17.39	NA	NA
AK0086-C	KIL24	KE	Kenya	Kilifi-Mbogolo	Janet_Midega		2012		F	101981268	32.98	NA	NA
AK0087-C	KIL25	KE	Kenya	Kilifi-Mbogolo	Janet_Midega		2012		F	94340978	30.7	NA	NA
AK0088-C	KIL26	KE	Kenya	Kilifi-Mbogolo	Janet_Midega		2012		F	102843726	32.6	NA	NA
AK0089-C	KIL27	KE	Kenya	Kilifi-Mbogolo	Janet_Midega		2012		F	68240182	22.36	NA	NA
AK0090-C	KIL28	KE	Kenya	Kilifi-Mbogolo	Janet_Midega		2012		F	109154472	34.82	NA	NA
AK0091-C	KIL29	KE	Kenya	Kilifi-Mbogolo	Janet_Midega		2012		F	78471016	25.05	NA	NA
AK0092-C	KIL30	KE	Kenya	Kilifi-Mbogolo	Janet_Midega		2012		F	76338508	24.77	NA	NA
AK0093-C	KIL31	KE	Kenya	Kilifi-Mbogolo	Janet_Midega		2012		F	88228944	28.88	NA	NA
AK0094-C	KIL32	KE	Kenya	Kilifi-Mbogolo	Janet_Midega		2012		F	99931308	32.39	NA	NA
AK0095-C	KIL33	KE	Kenya	Kilifi-Mbogolo	Janet_Midega		2012		F	127697122	40.98	NA	NA
AK0096-C	KIL56	KE	Kenya	Kilifi-Junju	Janet_Midega		2012		F	92573146	29.46	NA	NA
AK0098-C	KIL58	KE	Kenya	Kilifi-Junju	Janet_Midega		2012		F	89402168	28.6	NA	NA
AK0099-C	KIL59	KE	Kenya	Kilifi-Junju	Janet_Midega		2012		F	170784006	44.78	NA	NA
AK0100-C	KIL60	KE	Kenya	Kilifi-Junju	Janet_Midega		2012		F	131149300	41.36	NA	NA
AK0101-C	KIL61	KE	Kenya	Kilifi-Junju	Janet_Midega		2012		F	206484972	57.82	NA	NA
AK0102-C	KIL62	KE	Kenya	Kilifi-Junju	Janet_Midega		2012		F	66281682	20.53	NA	NA
AK0103-C	KIL63	KE	Kenya	Kilifi-Junju	Janet_Midega		2012		F	47281864	15.25	NA	NA
AK0104-C	KIL64	KE	Kenya	Kilifi-Junju	Janet_Midega		2012		F	205621846	65.7	NA	NA
AK0105-C	KIL65	KE	Kenya	Kilifi-Junju	Janet_Midega		2012		F	151545356	48.67	NA	NA
AK0106-C	KIL66	KE	Kenya	Kilifi-Junju	Janet_Midega		2012		F	58290698	19.19	NA	NA
AK0107-C	KIL67	KE	Kenya	Kilifi-Junju	Janet_Midega		2012		F	506623250	162.09	NA	NA
AK0108-C	KIL68	KE	Kenya	Kilifi-Junju	Janet_Midega		2012		F	169706414	50.82	NA	NA
AK0109-C	KIL69	KE	Kenya	Kilifi-Junju	Janet_Midega		2012		F	189642238	55.02	NA	NA
AK0110-C	KIL70	KE	Kenya	Kilifi-Junju	Janet_Midega		2012		F	93438526	30.92	NA	NA
AK0116-C	KIL76	KE	Kenya	Kilifi-Mbogolo	Janet_Midega		2012		F	154804826	48.1	NA	NA
AK0117-C	KIL77	KE	Kenya	Kilifi-Mbogolo	Janet_Midega		2012		F	56536758	17.08	NA	NA
AK0119-C	KIL79	KE	Kenya	Kilifi-Mbogolo	Janet_Midega		2012		F	156126612	49.5	NA	NA
AK0127-C	KIL86	KE	Kenya	Kilifi-Mbogolo	Janet_Midega		2012		F	106796376	34.77	NA	NA
AN0007-C	CM0901778	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	102380716	30.44	NA	NA
AN0008-C	CM0901779	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	79034844	23.89	NA	NA
AN0009-C	CM0901780	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	152170460	44.04	NA	NA
AN0010-C	CM0901782	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	82713106	23.54	NA	NA
AN0011-C	CM0901783	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	99774144	29.71	NA	NA
AN0012-C	CM0901784	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	134807532	37.73	NA	NA
AN0013-C	CM0901785	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	381710782	111.44	NA	NA
AN0014-C	CM0901786	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	136182494	40.56	NA	NA
AN0015-C	CM0901787	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	108552708	36.34	NA	NA
AN0016-C	CM0901789	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	65574954	20.99	NA	NA
AN0017-C	CM0901790	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	101442640	34.13	NA	NA
AN0018-C	CM0901791	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	76725020	24.82	NA	NA
AN0019-C	CM0901792	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	93847950	25.4	NA	NA
AN0020-C	CM0901794	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	99409404	29.45	NA	NA
AN0022-C	CM0902285	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	M	72963800	22.54	NA	NA
AN0023-C	CM0902286	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	M	67953998	21.02	NA	NA
AN0024-C	CM0902287	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	M	82032712	25.04	NA	NA
AN0025-C	CM0902288	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	M	93309810	28.82	NA	NA
AN0026-C	CM0902289	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	M	82067356	25.89	NA	NA
AN0027-C	CM0902290	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	M	63546386	19.56	NA	NA
AN0028-C	CM0902291	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	M	108904570	33.89	NA	NA
AN0029-C	CM0902293	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	M	59595980	18.26	NA	NA
AN0030-C	CM0902295	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	M	65098238	20.06	NA	NA
AN0031-C	CM0902296	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	M	69584518	22.09	NA	NA
AN0032-C	CM0902297	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	M	82992754	25.33	NA	NA
AN0033-C	CM0902298	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	M	62694606	19.39	NA	NA
AN0034-C	CM0902327	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	M	64588572	19.59	NA	NA
AN0035-C	CM0902328	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	M	48338682	15.28	NA	NA
AN0036-C	CM0902333	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	M	106177594	31.8	NA	NA
AN0037-C	CM0902262	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	F	173647432	57.1	NA	NA
AN0038-C	CM0902263	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	F	85810282	27.77	NA	NA
AN0039-C	CM0902265	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	F	107993086	34.56	NA	NA
AN0040-C	CM0902266	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	F	95815786	29.14	NA	NA
AN0041-C	CM0902267	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	F	107959274	33.9	NA	NA
AN0042-C	CM0902268	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	F	57724570	17.68	NA	NA
AN0043-C	CM0902269	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	F	92058670	29.92	NA	NA
AN0044-C	CM0902273	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	F	316803126	90.31	NA	NA
AN0045-C	CM0902274	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	F	109020052	31.4	NA	NA
AN0046-C	CM0902275	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	F	108925812	26.54	NA	NA
AN0047-C	CM0902277	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	F	149476436	30.69	NA	NA
AN0048-C	CM0902278	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	F	110298290	31.29	NA	NA
AN0049-C	CM0902279	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	F	96346434	23.27	NA	NA
AN0050-C	CM0902280	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	F	126842648	25.33	NA	NA
AN0051-C	CM0902281	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	F	143607992	46.14	NA	NA
AN0053-C	CM0902283	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	F	101732592	31.5	NA	NA
AN0054-C	CM0902284	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	F	64904694	21.29	NA	NA
AN0055-C	CM0902299	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	F	79231112	26.56	NA	NA
AN0056-C	CM0902300	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	F	91865616	28.29	NA	NA
AN0057-C	CM0902305	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	F	97671386	29.12	NA	NA
AN0058-C	CM0902306	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	F	93272442	28.4	NA	NA
AN0059-C	CM0902308	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	F	101248932	31.12	NA	NA
AN0060-C	CM0902309	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	F	119789656	31.62	NA	NA
AN0061-C	CM0901968	CMgam	Cameroon	Zembe-Borongo	Nora_Besansky	Reidenbach	2009	S	F	106280342	35.4	NA	NA
AN0062-C	CM0901969	CMgam	Cameroon	Zembe-Borongo	Nora_Besansky	Reidenbach	2009	S	F	173480974	54.51	NA	NA
AN0063-C	CM0901970	CMgam	Cameroon	Zembe-Borongo	Nora_Besansky	Reidenbach	2009	S	F	81125852	23.02	NA	NA
AN0064-C	CM0901971	CMgam	Cameroon	Zembe-Borongo	Nora_Besansky	Reidenbach	2009	S	F	78996928	24.79	NA	NA
AN0065-C	CM0901974	CMgam	Cameroon	Zembe-Borongo	Nora_Besansky	Reidenbach	2009	S	F	83309844	27.07	NA	NA
AN0066-C	CM0901975	CMgam	Cameroon	Zembe-Borongo	Nora_Besansky	Reidenbach	2009	S	F	78249078	22.29	NA	NA
AN0067-C	CM0902002	CMgam	Cameroon	Zembe-Borongo	Nora_Besansky	Reidenbach	2009	S	F	81435170	26.39	NA	NA
AN0068-C	CM0902006	CMgam	Cameroon	Zembe-Borongo	Nora_Besansky	Reidenbach	2009	S	F	94130260	29.18	NA	NA
AN0069-C	CM0902007	CMgam	Cameroon	Zembe-Borongo	Nora_Besansky	Reidenbach	2009	S	F	83144432	22.91	NA	NA
AN0070-C	CM0902023	CMgam	Cameroon	Zembe-Borongo	Nora_Besansky	Reidenbach	2009	S	F	101521952	33.17	NA	NA
AN0071-C	CM0902025	CMgam	Cameroon	Zembe-Borongo	Nora_Besansky	Reidenbach	2009	S	F	145887174	45.08	NA	NA
AN0072-C	CM0902028	CMgam	Cameroon	Zembe-Borongo	Nora_Besansky	Reidenbach	2009	S	F	83243882	27.45	NA	NA
AN0073-C	CM0902029	CMgam	Cameroon	Zembe-Borongo	Nora_Besansky	Reidenbach	2009	S	F	60073152	19.81	NA	NA
AN0074-C	CM0902030	CMgam	Cameroon	Zembe-Borongo	Nora_Besansky	Reidenbach	2009	S	F	167701046	49.36	NA	NA
AN0075-C	CM0902031	CMgam	Cameroon	Zembe-Borongo	Nora_Besansky	Reidenbach	2009	S	F	86495724	28.32	NA	NA
AN0076-C	CM0902072	CMgam	Cameroon	Zembe-Borongo	Nora_Besansky	Reidenbach	2009	S	F	78777946	22.74	NA	NA
AN0077-C	CM0902073	CMgam	Cameroon	Zembe-Borongo	Nora_Besansky	Reidenbach	2009	S	F	85829518	26.89	NA	NA
AN0079-C	CM0902077	CMgam	Cameroon	Zembe-Borongo	Nora_Besansky	Reidenbach	2009	S	F	108170328	29	NA	NA
